Epoch: [32][640/2688], lr: 0.00100	Time 1.089 (1.122)	Data 0.000 (0.003)	Loss 2.0674 (1.3026)	Prec@1 50.000 (65.854)	Prec@5 78.125 (87.602)
Epoch: [32][680/2688], lr: 0.00100	Time 1.141 (1.122)	Data 0.000 (0.003)	Loss 1.0189 (1.3046)	Prec@1 81.250 (65.790)	Prec@5 90.625 (87.606)
Epoch: [32][720/2688], lr: 0.00100	Time 1.091 (1.123)	Data 0.000 (0.003)	Loss 1.2317 (1.3027)	Prec@1 65.625 (65.794)	Prec@5 84.375 (87.604)
Epoch: [32][760/2688], lr: 0.00100	Time 1.034 (1.121)	Data 0.000 (0.003)	Loss 1.8204 (1.3035)	Prec@1 59.375 (65.777)	Prec@5 84.375 (87.611)
Epoch: [32][800/2688], lr: 0.00100	Time 1.188 (1.119)	Data 0.000 (0.002)	Loss 1.4798 (1.3006)	Prec@1 59.375 (65.925)	Prec@5 84.375 (87.672)
Epoch: [32][840/2688], lr: 0.00100	Time 1.094 (1.117)	Data 0.000 (0.002)	Loss 1.5895 (1.3008)	Prec@1 56.250 (65.952)	Prec@5 87.500 (87.667)
Epoch: [32][880/2688], lr: 0.00100	Time 1.153 (1.115)	Data 0.000 (0.002)	Loss 1.5349 (1.3001)	Prec@1 59.375 (65.980)	Prec@5 84.375 (87.653)
Epoch: [32][920/2688], lr: 0.00100	Time 1.036 (1.113)	Data 0.000 (0.002)	Loss 1.1734 (1.2997)	Prec@1 75.000 (65.988)	Prec@5 87.500 (87.653)
Epoch: [32][960/2688], lr: 0.00100	Time 1.034 (1.112)	Data 0.000 (0.002)	Loss 0.9568 (1.3003)	Prec@1 75.000 (65.992)	Prec@5 93.750 (87.663)
Epoch: [32][1000/2688], lr: 0.00100	Time 1.070 (1.111)	Data 0.000 (0.002)	Loss 1.8604 (1.3017)	Prec@1 56.250 (65.975)	Prec@5 75.000 (87.650)
Epoch: [32][1040/2688], lr: 0.00100	Time 1.091 (1.109)	Data 0.000 (0.002)	Loss 1.4847 (1.3024)	Prec@1 56.250 (65.946)	Prec@5 90.625 (87.653)
Epoch: [32][1080/2688], lr: 0.00100	Time 1.034 (1.108)	Data 0.000 (0.002)	Loss 1.3379 (1.3031)	Prec@1 65.625 (65.905)	Prec@5 90.625 (87.656)
Epoch: [32][1120/2688], lr: 0.00100	Time 1.094 (1.107)	Data 0.000 (0.002)	Loss 1.1255 (1.3044)	Prec@1 78.125 (65.915)	Prec@5 87.500 (87.645)
Epoch: [32][1160/2688], lr: 0.00100	Time 1.056 (1.106)	Data 0.000 (0.002)	Loss 0.6562 (1.3018)	Prec@1 81.250 (65.986)	Prec@5 96.875 (87.691)
Epoch: [32][1200/2688], lr: 0.00100	Time 1.092 (1.105)	Data 0.000 (0.002)	Loss 1.3262 (1.3032)	Prec@1 62.500 (65.966)	Prec@5 90.625 (87.674)
Epoch: [32][1240/2688], lr: 0.00100	Time 1.030 (1.104)	Data 0.000 (0.002)	Loss 1.9359 (1.3042)	Prec@1 62.500 (65.935)	Prec@5 81.250 (87.631)
Epoch: [32][1280/2688], lr: 0.00100	Time 1.041 (1.103)	Data 0.000 (0.002)	Loss 1.1597 (1.3045)	Prec@1 68.750 (65.915)	Prec@5 87.500 (87.595)
Epoch: [32][1320/2688], lr: 0.00100	Time 1.042 (1.102)	Data 0.000 (0.002)	Loss 1.3647 (1.3044)	Prec@1 56.250 (65.947)	Prec@5 90.625 (87.609)
Epoch: [32][1360/2688], lr: 0.00100	Time 1.035 (1.101)	Data 0.000 (0.002)	Loss 1.3821 (1.3073)	Prec@1 56.250 (65.884)	Prec@5 84.375 (87.546)
Epoch: [32][1400/2688], lr: 0.00100	Time 1.035 (1.100)	Data 0.000 (0.001)	Loss 1.0003 (1.3078)	Prec@1 62.500 (65.861)	Prec@5 96.875 (87.533)
Epoch: [32][1440/2688], lr: 0.00100	Time 1.069 (1.099)	Data 0.000 (0.001)	Loss 1.1582 (1.3097)	Prec@1 65.625 (65.794)	Prec@5 90.625 (87.509)
Epoch: [32][1480/2688], lr: 0.00100	Time 1.039 (1.098)	Data 0.000 (0.001)	Loss 1.1465 (1.3081)	Prec@1 75.000 (65.849)	Prec@5 90.625 (87.551)
Epoch: [32][1520/2688], lr: 0.00100	Time 1.090 (1.097)	Data 0.000 (0.001)	Loss 2.0642 (1.3089)	Prec@1 50.000 (65.833)	Prec@5 75.000 (87.551)
Epoch: [32][1560/2688], lr: 0.00100	Time 1.070 (1.096)	Data 0.000 (0.001)	Loss 0.9543 (1.3095)	Prec@1 71.875 (65.809)	Prec@5 90.625 (87.558)
Epoch: [32][1600/2688], lr: 0.00100	Time 1.030 (1.096)	Data 0.000 (0.001)	Loss 1.2916 (1.3102)	Prec@1 75.000 (65.795)	Prec@5 87.500 (87.545)
Epoch: [32][1640/2688], lr: 0.00100	Time 1.034 (1.095)	Data 0.000 (0.001)	Loss 1.1807 (1.3092)	Prec@1 71.875 (65.793)	Prec@5 93.750 (87.582)
Epoch: [32][1680/2688], lr: 0.00100	Time 1.167 (1.094)	Data 0.000 (0.001)	Loss 1.2977 (1.3118)	Prec@1 65.625 (65.688)	Prec@5 87.500 (87.537)
Epoch: [32][1720/2688], lr: 0.00100	Time 1.060 (1.094)	Data 0.000 (0.001)	Loss 0.9467 (1.3114)	Prec@1 71.875 (65.678)	Prec@5 90.625 (87.564)
Epoch: [32][1760/2688], lr: 0.00100	Time 1.035 (1.093)	Data 0.000 (0.001)	Loss 1.1295 (1.3107)	Prec@1 62.500 (65.673)	Prec@5 93.750 (87.599)
Epoch: [32][1800/2688], lr: 0.00100	Time 1.068 (1.093)	Data 0.000 (0.001)	Loss 1.0136 (1.3101)	Prec@1 81.250 (65.708)	Prec@5 90.625 (87.616)
Epoch: [32][1840/2688], lr: 0.00100	Time 1.035 (1.092)	Data 0.000 (0.001)	Loss 1.4948 (1.3102)	Prec@1 62.500 (65.696)	Prec@5 84.375 (87.607)
Epoch: [32][1880/2688], lr: 0.00100	Time 1.038 (1.091)	Data 0.000 (0.001)	Loss 1.8507 (1.3106)	Prec@1 62.500 (65.695)	Prec@5 75.000 (87.603)
Epoch: [32][1920/2688], lr: 0.00100	Time 1.065 (1.091)	Data 0.000 (0.001)	Loss 1.3366 (1.3106)	Prec@1 59.375 (65.675)	Prec@5 90.625 (87.620)
Epoch: [32][1960/2688], lr: 0.00100	Time 1.032 (1.091)	Data 0.000 (0.001)	Loss 1.4306 (1.3120)	Prec@1 59.375 (65.644)	Prec@5 84.375 (87.596)
Epoch: [32][2000/2688], lr: 0.00100	Time 1.105 (1.091)	Data 0.000 (0.001)	Loss 1.0610 (1.3112)	Prec@1 71.875 (65.611)	Prec@5 93.750 (87.614)
Epoch: [32][2040/2688], lr: 0.00100	Time 1.034 (1.090)	Data 0.000 (0.001)	Loss 0.8213 (1.3108)	Prec@1 78.125 (65.613)	Prec@5 96.875 (87.616)
Epoch: [32][2080/2688], lr: 0.00100	Time 1.083 (1.090)	Data 0.000 (0.001)	Loss 0.9043 (1.3111)	Prec@1 75.000 (65.617)	Prec@5 90.625 (87.590)
Epoch: [32][2120/2688], lr: 0.00100	Time 1.052 (1.090)	Data 0.000 (0.001)	Loss 1.5211 (1.3094)	Prec@1 62.500 (65.660)	Prec@5 81.250 (87.619)
Epoch: [32][2160/2688], lr: 0.00100	Time 1.076 (1.090)	Data 0.000 (0.001)	Loss 1.1202 (1.3097)	Prec@1 65.625 (65.650)	Prec@5 87.500 (87.614)
Epoch: [32][2200/2688], lr: 0.00100	Time 1.048 (1.090)	Data 0.000 (0.001)	Loss 1.6525 (1.3101)	Prec@1 56.250 (65.643)	Prec@5 84.375 (87.606)
Epoch: [32][2240/2688], lr: 0.00100	Time 1.049 (1.089)	Data 0.000 (0.001)	Loss 1.3857 (1.3100)	Prec@1 65.625 (65.672)	Prec@5 84.375 (87.603)
Epoch: [32][2280/2688], lr: 0.00100	Time 1.091 (1.089)	Data 0.000 (0.001)	Loss 2.1370 (1.3099)	Prec@1 43.750 (65.681)	Prec@5 78.125 (87.599)
Epoch: [32][2320/2688], lr: 0.00100	Time 1.058 (1.088)	Data 0.000 (0.001)	Loss 1.3717 (1.3097)	Prec@1 62.500 (65.686)	Prec@5 87.500 (87.605)
Epoch: [32][2360/2688], lr: 0.00100	Time 1.040 (1.088)	Data 0.000 (0.001)	Loss 1.3360 (1.3105)	Prec@1 65.625 (65.658)	Prec@5 81.250 (87.597)
Epoch: [32][2400/2688], lr: 0.00100	Time 1.056 (1.088)	Data 0.000 (0.001)	Loss 1.5922 (1.3101)	Prec@1 59.375 (65.673)	Prec@5 87.500 (87.595)
Epoch: [32][2440/2688], lr: 0.00100	Time 1.070 (1.087)	Data 0.000 (0.001)	Loss 1.4693 (1.3120)	Prec@1 68.750 (65.621)	Prec@5 87.500 (87.556)
Epoch: [32][2480/2688], lr: 0.00100	Time 1.035 (1.087)	Data 0.000 (0.001)	Loss 1.2127 (1.3136)	Prec@1 71.875 (65.588)	Prec@5 87.500 (87.535)
Epoch: [32][2520/2688], lr: 0.00100	Time 1.032 (1.087)	Data 0.000 (0.001)	Loss 0.9528 (1.3144)	Prec@1 78.125 (65.556)	Prec@5 90.625 (87.519)
Epoch: [32][2560/2688], lr: 0.00100	Time 1.029 (1.086)	Data 0.000 (0.001)	Loss 1.5671 (1.3165)	Prec@1 65.625 (65.516)	Prec@5 84.375 (87.469)
Epoch: [32][2600/2688], lr: 0.00100	Time 1.083 (1.086)	Data 0.000 (0.001)	Loss 1.6021 (1.3176)	Prec@1 68.750 (65.498)	Prec@5 87.500 (87.439)
Epoch: [32][2640/2688], lr: 0.00100	Time 1.094 (1.086)	Data 0.000 (0.001)	Loss 1.4963 (1.3169)	Prec@1 71.875 (65.528)	Prec@5 87.500 (87.448)
Epoch: [32][2680/2688], lr: 0.00100	Time 1.032 (1.086)	Data 0.000 (0.001)	Loss 1.6631 (1.3176)	Prec@1 50.000 (65.490)	Prec@5 84.375 (87.442)
Test: [40/361]	Time 0.331 (0.422)	Loss 2.2396 (2.0332)	Loss1 2.2396 (2.0332)	Loss2 0.0168 (0.0154)	Prec@1 53.125 (50.229)	Prec@5 71.875 (78.125)
Test: [80/361]	Time 0.318 (0.385)	Loss 1.5781 (2.1183)	Loss1 1.5781 (2.1183)	Loss2 0.0206 (0.0156)	Prec@1 62.500 (48.457)	Prec@5 84.375 (77.160)
Test: [120/361]	Time 0.351 (0.380)	Loss 2.5558 (2.1620)	Loss1 2.5558 (2.1620)	Loss2 0.0119 (0.0153)	Prec@1 46.875 (47.262)	Prec@5 56.250 (76.291)
Test: [160/361]	Time 0.394 (0.374)	Loss 1.5736 (2.1905)	Loss1 1.5736 (2.1905)	Loss2 0.0105 (0.0153)	Prec@1 56.250 (46.700)	Prec@5 84.375 (76.048)
Test: [200/361]	Time 0.358 (0.370)	Loss 2.9890 (2.1870)	Loss1 2.9890 (2.1870)	Loss2 0.0132 (0.0152)	Prec@1 40.625 (46.751)	Prec@5 65.625 (76.213)
Test: [240/361]	Time 0.356 (0.369)	Loss 2.5359 (2.1933)	Loss1 2.5359 (2.1933)	Loss2 0.0091 (0.0150)	Prec@1 46.875 (46.797)	Prec@5 68.750 (76.258)
Test: [280/361]	Time 0.329 (0.369)	Loss 2.6812 (2.1970)	Loss1 2.6812 (2.1970)	Loss2 0.0185 (0.0150)	Prec@1 40.625 (46.775)	Prec@5 78.125 (76.368)
Test: [320/361]	Time 0.369 (0.368)	Loss 2.4069 (2.1769)	Loss1 2.4069 (2.1769)	Loss2 0.0188 (0.0151)	Prec@1 43.750 (47.177)	Prec@5 75.000 (76.782)
Test: [360/361]	Time 0.163 (0.365)	Loss 3.2897 (2.1699)	Loss1 3.2897 (2.1699)	Loss2 -0.0000 (0.0150)	Prec@1 50.000 (47.318)	Prec@5 50.000 (76.896)
Testing Results: Prec@1 47.318 Prec@5 76.896 Loss 2.16988 Loss1 2.16988 Loss2 0.01504
Best Prec@1: 47.752

Epoch: [33][0/2688], lr: 0.00100	Time 2.870 (2.870)	Data 1.650 (1.650)	Loss 1.9229 (1.9229)	Prec@1 46.875 (46.875)	Prec@5 75.000 (75.000)
Epoch: [33][40/2688], lr: 0.00100	Time 1.047 (1.147)	Data 0.000 (0.041)	Loss 1.3709 (1.2835)	Prec@1 68.750 (68.293)	Prec@5 78.125 (87.195)
Epoch: [33][80/2688], lr: 0.00100	Time 1.054 (1.119)	Data 0.000 (0.021)	Loss 1.2006 (1.2931)	Prec@1 62.500 (67.438)	Prec@5 87.500 (87.230)
Epoch: [33][120/2688], lr: 0.00100	Time 1.114 (1.116)	Data 0.000 (0.014)	Loss 1.6544 (1.2963)	Prec@1 65.625 (66.865)	Prec@5 84.375 (87.242)
Epoch: [33][160/2688], lr: 0.00100	Time 1.100 (1.110)	Data 0.001 (0.010)	Loss 1.2242 (1.2921)	Prec@1 65.625 (66.654)	Prec@5 90.625 (87.558)
Epoch: [33][200/2688], lr: 0.00100	Time 1.134 (1.107)	Data 0.000 (0.008)	Loss 1.4891 (1.3061)	Prec@1 59.375 (66.045)	Prec@5 84.375 (87.453)
Epoch: [33][240/2688], lr: 0.00100	Time 1.146 (1.107)	Data 0.000 (0.007)	Loss 1.4968 (1.3160)	Prec@1 53.125 (65.781)	Prec@5 81.250 (87.344)
Epoch: [33][280/2688], lr: 0.00100	Time 1.098 (1.105)	Data 0.000 (0.006)	Loss 1.3000 (1.3042)	Prec@1 59.375 (65.881)	Prec@5 84.375 (87.511)
Epoch: [33][320/2688], lr: 0.00100	Time 1.131 (1.104)	Data 0.000 (0.005)	Loss 1.0612 (1.2904)	Prec@1 75.000 (66.170)	Prec@5 93.750 (87.802)
Epoch: [33][360/2688], lr: 0.00100	Time 1.086 (1.104)	Data 0.000 (0.005)	Loss 1.0299 (1.2851)	Prec@1 75.000 (66.387)	Prec@5 87.500 (87.907)
Epoch: [33][400/2688], lr: 0.00100	Time 1.102 (1.104)	Data 0.000 (0.004)	Loss 1.5922 (1.2800)	Prec@1 65.625 (66.685)	Prec@5 78.125 (88.100)
Epoch: [33][440/2688], lr: 0.00100	Time 1.091 (1.103)	Data 0.000 (0.004)	Loss 1.6736 (1.2798)	Prec@1 59.375 (66.638)	Prec@5 78.125 (88.244)
Epoch: [33][480/2688], lr: 0.00100	Time 1.134 (1.104)	Data 0.000 (0.004)	Loss 1.6890 (1.2838)	Prec@1 53.125 (66.431)	Prec@5 81.250 (88.111)
Epoch: [33][520/2688], lr: 0.00100	Time 1.106 (1.103)	Data 0.000 (0.003)	Loss 1.1433 (1.2801)	Prec@1 65.625 (66.447)	Prec@5 90.625 (88.154)
Epoch: [33][560/2688], lr: 0.00100	Time 1.135 (1.103)	Data 0.000 (0.003)	Loss 1.5928 (1.2830)	Prec@1 59.375 (66.438)	Prec@5 81.250 (88.051)
Epoch: [33][600/2688], lr: 0.00100	Time 1.096 (1.103)	Data 0.000 (0.003)	Loss 1.3308 (1.2844)	Prec@1 65.625 (66.384)	Prec@5 87.500 (88.010)
Epoch: [33][640/2688], lr: 0.00100	Time 1.092 (1.102)	Data 0.000 (0.003)	Loss 0.9945 (1.2839)	Prec@1 62.500 (66.381)	Prec@5 93.750 (88.046)
Epoch: [33][680/2688], lr: 0.00100	Time 1.099 (1.102)	Data 0.000 (0.003)	Loss 1.3776 (1.2876)	Prec@1 65.625 (66.378)	Prec@5 87.500 (87.963)
Epoch: [33][720/2688], lr: 0.00100	Time 1.089 (1.101)	Data 0.000 (0.003)	Loss 1.7499 (1.2867)	Prec@1 59.375 (66.310)	Prec@5 75.000 (87.994)
Epoch: [33][760/2688], lr: 0.00100	Time 1.129 (1.101)	Data 0.000 (0.002)	Loss 1.2618 (1.2851)	Prec@1 59.375 (66.352)	Prec@5 87.500 (88.079)
Epoch: [33][800/2688], lr: 0.00100	Time 1.133 (1.101)	Data 0.000 (0.002)	Loss 1.2561 (1.2874)	Prec@1 68.750 (66.292)	Prec@5 90.625 (88.050)
Epoch: [33][840/2688], lr: 0.00100	Time 1.090 (1.100)	Data 0.000 (0.002)	Loss 1.3422 (1.2883)	Prec@1 75.000 (66.361)	Prec@5 81.250 (88.002)
Epoch: [33][880/2688], lr: 0.00100	Time 1.090 (1.100)	Data 0.000 (0.002)	Loss 1.1819 (1.2849)	Prec@1 71.875 (66.462)	Prec@5 81.250 (88.057)
Epoch: [33][920/2688], lr: 0.00100	Time 1.080 (1.100)	Data 0.000 (0.002)	Loss 1.3463 (1.2859)	Prec@1 59.375 (66.409)	Prec@5 84.375 (87.992)
Epoch: [33][960/2688], lr: 0.00100	Time 1.097 (1.099)	Data 0.000 (0.002)	Loss 1.3518 (1.2865)	Prec@1 62.500 (66.438)	Prec@5 90.625 (87.981)
Epoch: [33][1000/2688], lr: 0.00100	Time 1.080 (1.098)	Data 0.000 (0.002)	Loss 1.5212 (1.2853)	Prec@1 62.500 (66.484)	Prec@5 81.250 (88.028)
Epoch: [33][1040/2688], lr: 0.00100	Time 1.087 (1.098)	Data 0.000 (0.002)	Loss 1.2930 (1.2839)	Prec@1 65.625 (66.520)	Prec@5 84.375 (88.031)
Epoch: [33][1080/2688], lr: 0.00100	Time 1.103 (1.098)	Data 0.000 (0.002)	Loss 1.2311 (1.2852)	Prec@1 65.625 (66.486)	Prec@5 87.500 (88.009)
Epoch: [33][1120/2688], lr: 0.00100	Time 1.137 (1.097)	Data 0.000 (0.002)	Loss 1.5897 (1.2878)	Prec@1 53.125 (66.414)	Prec@5 75.000 (87.921)
Epoch: [33][1160/2688], lr: 0.00100	Time 1.130 (1.097)	Data 0.000 (0.002)	Loss 1.1675 (1.2900)	Prec@1 68.750 (66.392)	Prec@5 90.625 (87.901)
Epoch: [33][1200/2688], lr: 0.00100	Time 1.087 (1.097)	Data 0.000 (0.002)	Loss 1.5132 (1.2925)	Prec@1 56.250 (66.330)	Prec@5 87.500 (87.888)
Epoch: [33][1240/2688], lr: 0.00100	Time 1.104 (1.096)	Data 0.000 (0.002)	Loss 1.2197 (1.2905)	Prec@1 65.625 (66.393)	Prec@5 90.625 (87.885)
Epoch: [33][1280/2688], lr: 0.00100	Time 1.098 (1.096)	Data 0.000 (0.002)	Loss 1.2789 (1.2887)	Prec@1 71.875 (66.454)	Prec@5 87.500 (87.888)
Epoch: [33][1320/2688], lr: 0.00100	Time 1.091 (1.095)	Data 0.000 (0.001)	Loss 1.0822 (1.2890)	Prec@1 81.250 (66.467)	Prec@5 87.500 (87.860)
Epoch: [33][1360/2688], lr: 0.00100	Time 1.085 (1.095)	Data 0.000 (0.001)	Loss 0.8849 (1.2902)	Prec@1 78.125 (66.447)	Prec@5 96.875 (87.860)
Epoch: [33][1400/2688], lr: 0.00100	Time 1.088 (1.094)	Data 0.000 (0.001)	Loss 0.9567 (1.2897)	Prec@1 75.000 (66.484)	Prec@5 93.750 (87.852)
Epoch: [33][1440/2688], lr: 0.00100	Time 1.098 (1.094)	Data 0.000 (0.001)	Loss 1.7959 (1.2901)	Prec@1 56.250 (66.458)	Prec@5 87.500 (87.864)
Epoch: [33][1480/2688], lr: 0.00100	Time 1.113 (1.094)	Data 0.001 (0.001)	Loss 1.4514 (1.2909)	Prec@1 59.375 (66.439)	Prec@5 78.125 (87.857)
Epoch: [33][1520/2688], lr: 0.00100	Time 1.139 (1.094)	Data 0.000 (0.001)	Loss 1.6847 (1.2906)	Prec@1 59.375 (66.447)	Prec@5 78.125 (87.855)
Epoch: [33][1560/2688], lr: 0.00100	Time 1.123 (1.095)	Data 0.000 (0.001)	Loss 1.0935 (1.2897)	Prec@1 75.000 (66.472)	Prec@5 87.500 (87.880)
Epoch: [33][1600/2688], lr: 0.00100	Time 1.088 (1.095)	Data 0.000 (0.001)	Loss 1.1898 (1.2919)	Prec@1 68.750 (66.421)	Prec@5 87.500 (87.814)
Epoch: [33][1640/2688], lr: 0.00100	Time 1.085 (1.094)	Data 0.000 (0.001)	Loss 1.0919 (1.2891)	Prec@1 59.375 (66.484)	Prec@5 90.625 (87.858)
Epoch: [33][1680/2688], lr: 0.00100	Time 1.070 (1.094)	Data 0.000 (0.001)	Loss 1.0044 (1.2886)	Prec@1 68.750 (66.475)	Prec@5 90.625 (87.872)
Epoch: [33][1720/2688], lr: 0.00100	Time 1.085 (1.094)	Data 0.000 (0.001)	Loss 1.4777 (1.2914)	Prec@1 59.375 (66.444)	Prec@5 84.375 (87.816)
Epoch: [33][1760/2688], lr: 0.00100	Time 1.130 (1.094)	Data 0.000 (0.001)	Loss 1.3133 (1.2927)	Prec@1 65.625 (66.404)	Prec@5 87.500 (87.782)
Epoch: [33][1800/2688], lr: 0.00100	Time 1.112 (1.094)	Data 0.000 (0.001)	Loss 1.3106 (1.2924)	Prec@1 65.625 (66.395)	Prec@5 93.750 (87.797)
Epoch: [33][1840/2688], lr: 0.00100	Time 1.107 (1.093)	Data 0.000 (0.001)	Loss 1.3380 (1.2912)	Prec@1 65.625 (66.426)	Prec@5 90.625 (87.821)
Epoch: [33][1880/2688], lr: 0.00100	Time 1.094 (1.093)	Data 0.000 (0.001)	Loss 1.3468 (1.2915)	Prec@1 65.625 (66.389)	Prec@5 87.500 (87.824)
Epoch: [33][1920/2688], lr: 0.00100	Time 1.092 (1.093)	Data 0.000 (0.001)	Loss 1.4905 (1.2925)	Prec@1 59.375 (66.355)	Prec@5 81.250 (87.807)
Epoch: [33][1960/2688], lr: 0.00100	Time 1.035 (1.093)	Data 0.000 (0.001)	Loss 1.4352 (1.2922)	Prec@1 65.625 (66.329)	Prec@5 87.500 (87.820)
Epoch: [33][2000/2688], lr: 0.00100	Time 1.043 (1.093)	Data 0.000 (0.001)	Loss 1.5825 (1.2921)	Prec@1 62.500 (66.322)	Prec@5 84.375 (87.815)
Epoch: [33][2040/2688], lr: 0.00100	Time 1.031 (1.093)	Data 0.000 (0.001)	Loss 1.7991 (1.2922)	Prec@1 62.500 (66.303)	Prec@5 75.000 (87.815)
Epoch: [33][2080/2688], lr: 0.00100	Time 1.039 (1.092)	Data 0.000 (0.001)	Loss 0.9807 (1.2914)	Prec@1 68.750 (66.299)	Prec@5 90.625 (87.812)
Epoch: [33][2120/2688], lr: 0.00100	Time 1.043 (1.092)	Data 0.000 (0.001)	Loss 1.4957 (1.2912)	Prec@1 62.500 (66.307)	Prec@5 81.250 (87.811)
Epoch: [33][2160/2688], lr: 0.00100	Time 1.049 (1.092)	Data 0.000 (0.001)	Loss 0.9791 (1.2917)	Prec@1 75.000 (66.271)	Prec@5 96.875 (87.814)
Epoch: [33][2200/2688], lr: 0.00100	Time 1.049 (1.092)	Data 0.000 (0.001)	Loss 1.7382 (1.2938)	Prec@1 56.250 (66.218)	Prec@5 78.125 (87.770)
Epoch: [33][2240/2688], lr: 0.00100	Time 1.032 (1.092)	Data 0.000 (0.001)	Loss 0.9504 (1.2938)	Prec@1 78.125 (66.234)	Prec@5 90.625 (87.773)
Epoch: [33][2280/2688], lr: 0.00100	Time 1.044 (1.092)	Data 0.000 (0.001)	Loss 1.2533 (1.2923)	Prec@1 65.625 (66.273)	Prec@5 93.750 (87.800)
Epoch: [33][2320/2688], lr: 0.00100	Time 1.073 (1.092)	Data 0.000 (0.001)	Loss 1.1745 (1.2929)	Prec@1 68.750 (66.252)	Prec@5 84.375 (87.800)
Epoch: [33][2360/2688], lr: 0.00100	Time 1.105 (1.091)	Data 0.000 (0.001)	Loss 1.5148 (1.2937)	Prec@1 65.625 (66.230)	Prec@5 81.250 (87.790)
Epoch: [33][2400/2688], lr: 0.00100	Time 1.038 (1.091)	Data 0.000 (0.001)	Loss 1.5234 (1.2948)	Prec@1 59.375 (66.200)	Prec@5 87.500 (87.788)
Epoch: [33][2440/2688], lr: 0.00100	Time 1.086 (1.091)	Data 0.000 (0.001)	Loss 1.3026 (1.2953)	Prec@1 68.750 (66.183)	Prec@5 93.750 (87.778)
Epoch: [33][2480/2688], lr: 0.00100	Time 1.042 (1.091)	Data 0.000 (0.001)	Loss 1.1371 (1.2968)	Prec@1 68.750 (66.144)	Prec@5 90.625 (87.757)
Epoch: [33][2520/2688], lr: 0.00100	Time 1.116 (1.091)	Data 0.000 (0.001)	Loss 0.9748 (1.2968)	Prec@1 71.875 (66.128)	Prec@5 90.625 (87.750)
Epoch: [33][2560/2688], lr: 0.00100	Time 1.040 (1.091)	Data 0.000 (0.001)	Loss 1.2695 (1.2977)	Prec@1 81.250 (66.111)	Prec@5 90.625 (87.740)
Epoch: [33][2600/2688], lr: 0.00100	Time 1.041 (1.091)	Data 0.000 (0.001)	Loss 1.1848 (1.2985)	Prec@1 62.500 (66.088)	Prec@5 90.625 (87.731)
Epoch: [33][2640/2688], lr: 0.00100	Time 1.038 (1.090)	Data 0.000 (0.001)	Loss 1.4662 (1.2984)	Prec@1 65.625 (66.111)	Prec@5 81.250 (87.739)
Epoch: [33][2680/2688], lr: 0.00100	Time 1.029 (1.090)	Data 0.000 (0.001)	Loss 1.0591 (1.2988)	Prec@1 65.625 (66.091)	Prec@5 93.750 (87.725)
Test: [40/361]	Time 0.333 (0.402)	Loss 1.9304 (2.0178)	Loss1 1.9304 (2.0178)	Loss2 0.0156 (0.0158)	Prec@1 53.125 (49.009)	Prec@5 78.125 (79.726)
Test: [80/361]	Time 0.332 (0.385)	Loss 1.9576 (2.1157)	Loss1 1.9576 (2.1157)	Loss2 0.0213 (0.0159)	Prec@1 50.000 (47.955)	Prec@5 78.125 (77.932)
Test: [120/361]	Time 0.345 (0.382)	Loss 2.7232 (2.1651)	Loss1 2.7232 (2.1651)	Loss2 0.0126 (0.0154)	Prec@1 37.500 (46.927)	Prec@5 65.625 (76.860)
Test: [160/361]	Time 0.329 (0.378)	Loss 1.7566 (2.1956)	Loss1 1.7566 (2.1956)	Loss2 0.0103 (0.0155)	Prec@1 50.000 (46.487)	Prec@5 81.250 (76.378)
Test: [200/361]	Time 0.329 (0.375)	Loss 2.6811 (2.1900)	Loss1 2.6811 (2.1900)	Loss2 0.0117 (0.0154)	Prec@1 37.500 (46.657)	Prec@5 71.875 (76.555)
Test: [240/361]	Time 0.388 (0.373)	Loss 2.4816 (2.2068)	Loss1 2.4816 (2.2068)	Loss2 0.0100 (0.0152)	Prec@1 40.625 (46.564)	Prec@5 75.000 (76.258)
Test: [280/361]	Time 0.330 (0.372)	Loss 2.7648 (2.2106)	Loss1 2.7648 (2.2106)	Loss2 0.0163 (0.0151)	Prec@1 34.375 (46.797)	Prec@5 78.125 (76.201)
Test: [320/361]	Time 0.328 (0.371)	Loss 2.5267 (2.1928)	Loss1 2.5267 (2.1928)	Loss2 0.0145 (0.0152)	Prec@1 43.750 (47.002)	Prec@5 81.250 (76.587)
Test: [360/361]	Time 0.163 (0.368)	Loss 3.1093 (2.1885)	Loss1 3.1093 (2.1885)	Loss2 -0.0000 (0.0151)	Prec@1 50.000 (47.145)	Prec@5 50.000 (76.558)
Testing Results: Prec@1 47.145 Prec@5 76.558 Loss 2.18851 Loss1 2.18851 Loss2 0.01512
Best Prec@1: 47.752

Epoch: [34][0/2688], lr: 0.00100	Time 3.405 (3.405)	Data 2.224 (2.224)	Loss 1.0735 (1.0735)	Prec@1 68.750 (68.750)	Prec@5 87.500 (87.500)
Epoch: [34][40/2688], lr: 0.00100	Time 1.068 (1.164)	Data 0.000 (0.055)	Loss 1.6935 (1.2753)	Prec@1 56.250 (67.759)	Prec@5 87.500 (87.805)
Epoch: [34][80/2688], lr: 0.00100	Time 1.040 (1.134)	Data 0.000 (0.028)	Loss 1.3741 (1.2847)	Prec@1 62.500 (67.284)	Prec@5 87.500 (87.924)
