Epoch: [6][200/2688], lr: 0.01000	Time 1.161 (1.202)	Data 0.000 (0.015)	Loss 2.4434 (2.7768)	Prec@1 53.125 (34.670)	Prec@5 65.625 (62.360)
Epoch: [6][240/2688], lr: 0.01000	Time 1.137 (1.193)	Data 0.000 (0.013)	Loss 2.9922 (2.7846)	Prec@1 25.000 (34.193)	Prec@5 56.250 (62.176)
Epoch: [6][280/2688], lr: 0.01000	Time 1.116 (1.185)	Data 0.000 (0.011)	Loss 3.5010 (2.7931)	Prec@1 15.625 (33.863)	Prec@5 50.000 (61.922)
Epoch: [6][320/2688], lr: 0.01000	Time 1.197 (1.179)	Data 0.000 (0.010)	Loss 3.2673 (2.8000)	Prec@1 31.250 (33.742)	Prec@5 46.875 (61.760)
Epoch: [6][360/2688], lr: 0.01000	Time 1.137 (1.174)	Data 0.000 (0.009)	Loss 3.1575 (2.8041)	Prec@1 25.000 (33.708)	Prec@5 65.625 (61.877)
Epoch: [6][400/2688], lr: 0.01000	Time 1.196 (1.170)	Data 0.000 (0.008)	Loss 2.8156 (2.8002)	Prec@1 46.875 (34.017)	Prec@5 65.625 (62.064)
Epoch: [6][440/2688], lr: 0.01000	Time 1.147 (1.167)	Data 0.000 (0.007)	Loss 2.5441 (2.7951)	Prec@1 37.500 (34.014)	Prec@5 68.750 (62.061)
Epoch: [6][480/2688], lr: 0.01000	Time 1.139 (1.164)	Data 0.000 (0.007)	Loss 3.0841 (2.7978)	Prec@1 31.250 (34.011)	Prec@5 62.500 (62.097)
Epoch: [6][520/2688], lr: 0.01000	Time 1.300 (1.162)	Data 0.000 (0.006)	Loss 2.7303 (2.7966)	Prec@1 34.375 (33.925)	Prec@5 56.250 (62.110)
Epoch: [6][560/2688], lr: 0.01000	Time 1.068 (1.159)	Data 0.000 (0.006)	Loss 2.9801 (2.8012)	Prec@1 31.250 (33.751)	Prec@5 62.500 (62.071)
Epoch: [6][600/2688], lr: 0.01000	Time 1.132 (1.157)	Data 0.000 (0.005)	Loss 3.6148 (2.7957)	Prec@1 15.625 (33.902)	Prec@5 37.500 (62.245)
Epoch: [6][640/2688], lr: 0.01000	Time 1.150 (1.155)	Data 0.000 (0.005)	Loss 2.7982 (2.7946)	Prec@1 37.500 (33.917)	Prec@5 53.125 (62.290)
Epoch: [6][680/2688], lr: 0.01000	Time 1.170 (1.154)	Data 0.000 (0.005)	Loss 2.9831 (2.7920)	Prec@1 21.875 (33.957)	Prec@5 59.375 (62.307)
Epoch: [6][720/2688], lr: 0.01000	Time 1.114 (1.153)	Data 0.000 (0.004)	Loss 2.4100 (2.7899)	Prec@1 50.000 (34.015)	Prec@5 71.875 (62.340)
Epoch: [6][760/2688], lr: 0.01000	Time 1.114 (1.152)	Data 0.000 (0.004)	Loss 2.4737 (2.7887)	Prec@1 37.500 (34.079)	Prec@5 71.875 (62.385)
Epoch: [6][800/2688], lr: 0.01000	Time 1.127 (1.151)	Data 0.000 (0.004)	Loss 2.8883 (2.7923)	Prec@1 43.750 (34.024)	Prec@5 59.375 (62.207)
Epoch: [6][840/2688], lr: 0.01000	Time 1.107 (1.150)	Data 0.000 (0.004)	Loss 3.2261 (2.7951)	Prec@1 28.125 (33.951)	Prec@5 46.875 (62.206)
Epoch: [6][880/2688], lr: 0.01000	Time 1.111 (1.150)	Data 0.000 (0.004)	Loss 2.4364 (2.7928)	Prec@1 28.125 (33.964)	Prec@5 81.250 (62.198)
Epoch: [6][920/2688], lr: 0.01000	Time 1.142 (1.149)	Data 0.000 (0.004)	Loss 2.6972 (2.7927)	Prec@1 34.375 (33.947)	Prec@5 75.000 (62.164)
Epoch: [6][960/2688], lr: 0.01000	Time 1.140 (1.148)	Data 0.000 (0.003)	Loss 3.1806 (2.7899)	Prec@1 21.875 (34.047)	Prec@5 59.375 (62.250)
Epoch: [6][1000/2688], lr: 0.01000	Time 1.217 (1.148)	Data 0.000 (0.003)	Loss 3.1540 (2.7882)	Prec@1 28.125 (34.110)	Prec@5 53.125 (62.288)
Epoch: [6][1040/2688], lr: 0.01000	Time 1.080 (1.148)	Data 0.000 (0.003)	Loss 2.3502 (2.7868)	Prec@1 43.750 (34.156)	Prec@5 68.750 (62.317)
Epoch: [6][1080/2688], lr: 0.01000	Time 1.066 (1.147)	Data 0.000 (0.003)	Loss 2.9358 (2.7882)	Prec@1 31.250 (34.100)	Prec@5 59.375 (62.269)
Epoch: [6][1120/2688], lr: 0.01000	Time 1.182 (1.146)	Data 0.000 (0.003)	Loss 3.2051 (2.7852)	Prec@1 28.125 (34.166)	Prec@5 53.125 (62.344)
Epoch: [6][1160/2688], lr: 0.01000	Time 1.157 (1.146)	Data 0.000 (0.003)	Loss 2.3194 (2.7879)	Prec@1 28.125 (34.076)	Prec@5 75.000 (62.279)
Epoch: [6][1200/2688], lr: 0.01000	Time 1.233 (1.146)	Data 0.000 (0.003)	Loss 2.8248 (2.7902)	Prec@1 34.375 (33.979)	Prec@5 56.250 (62.274)
Epoch: [6][1240/2688], lr: 0.01000	Time 1.153 (1.146)	Data 0.000 (0.003)	Loss 2.2722 (2.7888)	Prec@1 40.625 (33.949)	Prec@5 71.875 (62.291)
Epoch: [6][1280/2688], lr: 0.01000	Time 1.134 (1.145)	Data 0.000 (0.003)	Loss 2.8722 (2.7878)	Prec@1 37.500 (33.960)	Prec@5 56.250 (62.285)
Epoch: [6][1320/2688], lr: 0.01000	Time 1.134 (1.145)	Data 0.000 (0.003)	Loss 2.6692 (2.7893)	Prec@1 25.000 (33.885)	Prec@5 68.750 (62.285)
Epoch: [6][1360/2688], lr: 0.01000	Time 1.192 (1.143)	Data 0.000 (0.002)	Loss 3.5806 (2.7882)	Prec@1 18.750 (33.909)	Prec@5 37.500 (62.296)
Epoch: [6][1400/2688], lr: 0.01000	Time 1.117 (1.143)	Data 0.000 (0.002)	Loss 2.7318 (2.7872)	Prec@1 31.250 (33.936)	Prec@5 59.375 (62.319)
Epoch: [6][1440/2688], lr: 0.01000	Time 1.140 (1.143)	Data 0.000 (0.002)	Loss 2.5081 (2.7855)	Prec@1 40.625 (33.980)	Prec@5 75.000 (62.344)
Epoch: [6][1480/2688], lr: 0.01000	Time 1.136 (1.142)	Data 0.000 (0.002)	Loss 2.7387 (2.7855)	Prec@1 37.500 (33.980)	Prec@5 62.500 (62.344)
Epoch: [6][1520/2688], lr: 0.01000	Time 1.220 (1.142)	Data 0.000 (0.002)	Loss 2.5003 (2.7862)	Prec@1 43.750 (34.001)	Prec@5 71.875 (62.309)
Epoch: [6][1560/2688], lr: 0.01000	Time 1.059 (1.142)	Data 0.000 (0.002)	Loss 3.0463 (2.7826)	Prec@1 43.750 (34.117)	Prec@5 53.125 (62.368)
Epoch: [6][1600/2688], lr: 0.01000	Time 1.177 (1.141)	Data 0.000 (0.002)	Loss 3.1858 (2.7840)	Prec@1 18.750 (34.076)	Prec@5 50.000 (62.367)
Epoch: [6][1640/2688], lr: 0.01000	Time 1.091 (1.141)	Data 0.000 (0.002)	Loss 2.4171 (2.7830)	Prec@1 37.500 (34.072)	Prec@5 62.500 (62.378)
Epoch: [6][1680/2688], lr: 0.01000	Time 1.111 (1.141)	Data 0.000 (0.002)	Loss 2.8798 (2.7817)	Prec@1 34.375 (34.130)	Prec@5 62.500 (62.396)
Epoch: [6][1720/2688], lr: 0.01000	Time 1.088 (1.140)	Data 0.000 (0.002)	Loss 2.6099 (2.7812)	Prec@1 43.750 (34.114)	Prec@5 75.000 (62.444)
Epoch: [6][1760/2688], lr: 0.01000	Time 1.085 (1.140)	Data 0.000 (0.002)	Loss 2.8629 (2.7784)	Prec@1 31.250 (34.176)	Prec@5 65.625 (62.537)
Epoch: [6][1800/2688], lr: 0.01000	Time 1.113 (1.139)	Data 0.000 (0.002)	Loss 2.9758 (2.7782)	Prec@1 28.125 (34.174)	Prec@5 59.375 (62.524)
Epoch: [6][1840/2688], lr: 0.01000	Time 1.093 (1.139)	Data 0.000 (0.002)	Loss 2.9575 (2.7799)	Prec@1 40.625 (34.144)	Prec@5 56.250 (62.485)
Epoch: [6][1880/2688], lr: 0.01000	Time 1.161 (1.139)	Data 0.000 (0.002)	Loss 3.1392 (2.7801)	Prec@1 31.250 (34.142)	Prec@5 59.375 (62.472)
Epoch: [6][1920/2688], lr: 0.01000	Time 1.087 (1.139)	Data 0.000 (0.002)	Loss 2.9469 (2.7808)	Prec@1 28.125 (34.105)	Prec@5 53.125 (62.430)
Epoch: [6][1960/2688], lr: 0.01000	Time 1.174 (1.139)	Data 0.000 (0.002)	Loss 2.5046 (2.7810)	Prec@1 43.750 (34.110)	Prec@5 59.375 (62.406)
Epoch: [6][2000/2688], lr: 0.01000	Time 1.118 (1.138)	Data 0.000 (0.002)	Loss 2.8128 (2.7821)	Prec@1 34.375 (34.080)	Prec@5 62.500 (62.375)
Epoch: [6][2040/2688], lr: 0.01000	Time 1.152 (1.138)	Data 0.000 (0.002)	Loss 2.7611 (2.7828)	Prec@1 43.750 (34.047)	Prec@5 59.375 (62.332)
Epoch: [6][2080/2688], lr: 0.01000	Time 1.156 (1.138)	Data 0.000 (0.002)	Loss 2.7810 (2.7809)	Prec@1 37.500 (34.103)	Prec@5 68.750 (62.371)
Epoch: [6][2120/2688], lr: 0.01000	Time 1.177 (1.138)	Data 0.000 (0.002)	Loss 2.6864 (2.7808)	Prec@1 34.375 (34.107)	Prec@5 65.625 (62.363)
Epoch: [6][2160/2688], lr: 0.01000	Time 1.073 (1.138)	Data 0.000 (0.002)	Loss 2.6835 (2.7792)	Prec@1 37.500 (34.112)	Prec@5 68.750 (62.399)
Epoch: [6][2200/2688], lr: 0.01000	Time 1.101 (1.139)	Data 0.000 (0.002)	Loss 2.6429 (2.7796)	Prec@1 43.750 (34.132)	Prec@5 65.625 (62.375)
Epoch: [6][2240/2688], lr: 0.01000	Time 1.080 (1.139)	Data 0.000 (0.002)	Loss 3.1814 (2.7799)	Prec@1 31.250 (34.138)	Prec@5 65.625 (62.355)
Epoch: [6][2280/2688], lr: 0.01000	Time 1.253 (1.139)	Data 0.000 (0.002)	Loss 2.6862 (2.7792)	Prec@1 40.625 (34.154)	Prec@5 59.375 (62.397)
Epoch: [6][2320/2688], lr: 0.01000	Time 1.142 (1.139)	Data 0.000 (0.002)	Loss 3.1437 (2.7778)	Prec@1 21.875 (34.196)	Prec@5 59.375 (62.399)
Epoch: [6][2360/2688], lr: 0.01000	Time 1.173 (1.138)	Data 0.000 (0.002)	Loss 3.0750 (2.7766)	Prec@1 25.000 (34.217)	Prec@5 56.250 (62.405)
Epoch: [6][2400/2688], lr: 0.01000	Time 1.155 (1.139)	Data 0.000 (0.002)	Loss 2.7194 (2.7755)	Prec@1 40.625 (34.262)	Prec@5 65.625 (62.427)
Epoch: [6][2440/2688], lr: 0.01000	Time 1.188 (1.138)	Data 0.000 (0.001)	Loss 2.7129 (2.7770)	Prec@1 40.625 (34.235)	Prec@5 68.750 (62.407)
Epoch: [6][2480/2688], lr: 0.01000	Time 1.088 (1.138)	Data 0.000 (0.001)	Loss 2.7580 (2.7769)	Prec@1 40.625 (34.226)	Prec@5 65.625 (62.413)
Epoch: [6][2520/2688], lr: 0.01000	Time 1.158 (1.138)	Data 0.000 (0.001)	Loss 1.9325 (2.7768)	Prec@1 50.000 (34.216)	Prec@5 75.000 (62.410)
Epoch: [6][2560/2688], lr: 0.01000	Time 1.170 (1.138)	Data 0.000 (0.001)	Loss 3.0216 (2.7768)	Prec@1 28.125 (34.233)	Prec@5 46.875 (62.426)
Epoch: [6][2600/2688], lr: 0.01000	Time 1.177 (1.138)	Data 0.000 (0.001)	Loss 2.5634 (2.7763)	Prec@1 46.875 (34.261)	Prec@5 65.625 (62.412)
Epoch: [6][2640/2688], lr: 0.01000	Time 1.208 (1.137)	Data 0.000 (0.001)	Loss 2.4449 (2.7757)	Prec@1 31.250 (34.302)	Prec@5 68.750 (62.438)
Epoch: [6][2680/2688], lr: 0.01000	Time 1.091 (1.137)	Data 0.000 (0.001)	Loss 2.9261 (2.7758)	Prec@1 31.250 (34.304)	Prec@5 53.125 (62.441)
Test: [40/361]	Time 0.343 (0.460)	Loss 2.9160 (3.0376)	Loss1 2.9160 (3.0376)	Loss2 0.0278 (0.0281)	Prec@1 34.375 (28.963)	Prec@5 62.500 (57.927)
Test: [80/361]	Time 0.359 (0.430)	Loss 3.0886 (3.1156)	Loss1 3.0886 (3.1156)	Loss2 0.0283 (0.0281)	Prec@1 25.000 (27.701)	Prec@5 56.250 (55.864)
Test: [120/361]	Time 0.411 (0.420)	Loss 3.5180 (3.1874)	Loss1 3.5180 (3.1874)	Loss2 0.0223 (0.0279)	Prec@1 25.000 (27.040)	Prec@5 40.625 (54.752)
Test: [160/361]	Time 0.486 (0.415)	Loss 2.5777 (3.2057)	Loss1 2.5777 (3.2057)	Loss2 0.0225 (0.0279)	Prec@1 53.125 (27.155)	Prec@5 65.625 (54.697)
Test: [200/361]	Time 0.494 (0.411)	Loss 3.9780 (3.2110)	Loss1 3.9780 (3.2110)	Loss2 0.0265 (0.0277)	Prec@1 15.625 (26.912)	Prec@5 37.500 (54.633)
Test: [240/361]	Time 0.561 (0.409)	Loss 3.4501 (3.2264)	Loss1 3.4501 (3.2264)	Loss2 0.0250 (0.0277)	Prec@1 18.750 (26.608)	Prec@5 53.125 (54.603)
Test: [280/361]	Time 0.333 (0.407)	Loss 3.8586 (3.2183)	Loss1 3.8586 (3.2183)	Loss2 0.0322 (0.0275)	Prec@1 0.000 (26.646)	Prec@5 43.750 (54.704)
Test: [320/361]	Time 0.424 (0.407)	Loss 3.2551 (3.2018)	Loss1 3.2551 (3.2018)	Loss2 0.0249 (0.0277)	Prec@1 25.000 (26.830)	Prec@5 56.250 (54.887)
Test: [360/361]	Time 0.802 (0.407)	Loss 5.7308 (3.2004)	Loss1 5.7308 (3.2004)	Loss2 0.0000 (0.0276)	Prec@1 0.000 (27.079)	Prec@5 0.000 (54.982)
Testing Results: Prec@1 27.079 Prec@5 54.982 Loss 3.20042 Loss1 3.20042 Loss2 0.02758
Best Prec@1: 27.079

Epoch: [7][0/2688], lr: 0.01000	Time 3.173 (3.173)	Data 1.588 (1.588)	Loss 2.7151 (2.7151)	Prec@1 37.500 (37.500)	Prec@5 62.500 (62.500)
Epoch: [7][40/2688], lr: 0.01000	Time 1.208 (1.182)	Data 0.000 (0.039)	Loss 2.4053 (2.7008)	Prec@1 34.375 (35.137)	Prec@5 68.750 (63.948)
Epoch: [7][80/2688], lr: 0.01000	Time 1.099 (1.160)	Data 0.000 (0.020)	Loss 2.6859 (2.6721)	Prec@1 34.375 (36.034)	Prec@5 68.750 (64.236)
Epoch: [7][120/2688], lr: 0.01000	Time 1.129 (1.156)	Data 0.000 (0.013)	Loss 2.9794 (2.6588)	Prec@1 25.000 (35.847)	Prec@5 62.500 (64.747)
Epoch: [7][160/2688], lr: 0.01000	Time 1.131 (1.153)	Data 0.000 (0.010)	Loss 3.3644 (2.6751)	Prec@1 25.000 (36.025)	Prec@5 50.000 (64.538)
Epoch: [7][200/2688], lr: 0.01000	Time 1.076 (1.149)	Data 0.000 (0.008)	Loss 2.5696 (2.6707)	Prec@1 37.500 (36.023)	Prec@5 71.875 (64.646)
Epoch: [7][240/2688], lr: 0.01000	Time 1.086 (1.145)	Data 0.000 (0.007)	Loss 2.6022 (2.6686)	Prec@1 34.375 (35.931)	Prec@5 56.250 (64.432)
Epoch: [7][280/2688], lr: 0.01000	Time 1.234 (1.144)	Data 0.000 (0.006)	Loss 3.1294 (2.6844)	Prec@1 31.250 (35.787)	Prec@5 65.625 (64.346)
Epoch: [7][320/2688], lr: 0.01000	Time 1.110 (1.142)	Data 0.000 (0.005)	Loss 2.4492 (2.6787)	Prec@1 40.625 (35.962)	Prec@5 75.000 (64.574)
Epoch: [7][360/2688], lr: 0.01000	Time 1.213 (1.141)	Data 0.000 (0.005)	Loss 2.4765 (2.6767)	Prec@1 34.375 (35.976)	Prec@5 75.000 (64.655)
Epoch: [7][400/2688], lr: 0.01000	Time 1.067 (1.141)	Data 0.000 (0.004)	Loss 2.8541 (2.6826)	Prec@1 40.625 (36.012)	Prec@5 53.125 (64.495)
Epoch: [7][440/2688], lr: 0.01000	Time 1.187 (1.141)	Data 0.000 (0.004)	Loss 2.8164 (2.6785)	Prec@1 37.500 (36.104)	Prec@5 68.750 (64.562)
Epoch: [7][480/2688], lr: 0.01000	Time 1.219 (1.141)	Data 0.000 (0.004)	Loss 2.4895 (2.6816)	Prec@1 43.750 (36.084)	Prec@5 62.500 (64.423)
Epoch: [7][520/2688], lr: 0.01000	Time 1.097 (1.140)	Data 0.000 (0.003)	Loss 2.6461 (2.6784)	Prec@1 40.625 (36.192)	Prec@5 65.625 (64.461)
Epoch: [7][560/2688], lr: 0.01000	Time 1.101 (1.139)	Data 0.000 (0.003)	Loss 2.4336 (2.6810)	Prec@1 50.000 (36.096)	Prec@5 75.000 (64.483)
Epoch: [7][600/2688], lr: 0.01000	Time 1.177 (1.139)	Data 0.000 (0.003)	Loss 2.8233 (2.6832)	Prec@1 25.000 (36.060)	Prec@5 65.625 (64.523)
Epoch: [7][640/2688], lr: 0.01000	Time 1.134 (1.140)	Data 0.000 (0.003)	Loss 2.8895 (2.6877)	Prec@1 37.500 (36.057)	Prec@5 56.250 (64.357)
Epoch: [7][680/2688], lr: 0.01000	Time 1.066 (1.140)	Data 0.000 (0.003)	Loss 2.9281 (2.6931)	Prec@1 25.000 (36.055)	Prec@5 59.375 (64.294)
Epoch: [7][720/2688], lr: 0.01000	Time 1.104 (1.140)	Data 0.000 (0.002)	Loss 2.8102 (2.6944)	Prec@1 34.375 (36.091)	Prec@5 59.375 (64.221)
Epoch: [7][760/2688], lr: 0.01000	Time 1.090 (1.141)	Data 0.000 (0.002)	Loss 2.2490 (2.6894)	Prec@1 37.500 (36.252)	Prec@5 75.000 (64.233)
Epoch: [7][800/2688], lr: 0.01000	Time 1.169 (1.142)	Data 0.000 (0.002)	Loss 3.2771 (2.6879)	Prec@1 25.000 (36.197)	Prec@5 56.250 (64.248)
Epoch: [7][840/2688], lr: 0.01000	Time 1.071 (1.142)	Data 0.000 (0.002)	Loss 2.7213 (2.6843)	Prec@1 37.500 (36.233)	Prec@5 56.250 (64.302)
Epoch: [7][880/2688], lr: 0.01000	Time 1.090 (1.141)	Data 0.000 (0.002)	Loss 3.0268 (2.6811)	Prec@1 21.875 (36.305)	Prec@5 53.125 (64.302)
Epoch: [7][920/2688], lr: 0.01000	Time 1.195 (1.141)	Data 0.000 (0.002)	Loss 2.6878 (2.6806)	Prec@1 31.250 (36.289)	Prec@5 59.375 (64.288)
Epoch: [7][960/2688], lr: 0.01000	Time 1.165 (1.141)	Data 0.000 (0.002)	Loss 2.5929 (2.6799)	Prec@1 40.625 (36.251)	Prec@5 65.625 (64.324)
Epoch: [7][1000/2688], lr: 0.01000	Time 1.140 (1.140)	Data 0.000 (0.002)	Loss 2.3322 (2.6783)	Prec@1 40.625 (36.311)	Prec@5 65.625 (64.298)
Epoch: [7][1040/2688], lr: 0.01000	Time 1.162 (1.140)	Data 0.000 (0.002)	Loss 3.1833 (2.6776)	Prec@1 28.125 (36.359)	Prec@5 59.375 (64.322)
Epoch: [7][1080/2688], lr: 0.01000	Time 1.173 (1.140)	Data 0.000 (0.002)	Loss 2.2584 (2.6791)	Prec@1 46.875 (36.332)	Prec@5 68.750 (64.281)
Epoch: [7][1120/2688], lr: 0.01000	Time 1.137 (1.140)	Data 0.000 (0.002)	Loss 2.7045 (2.6810)	Prec@1 34.375 (36.290)	Prec@5 56.250 (64.231)
Epoch: [7][1160/2688], lr: 0.01000	Time 1.149 (1.139)	Data 0.000 (0.002)	Loss 2.6176 (2.6781)	Prec@1 37.500 (36.297)	Prec@5 65.625 (64.285)
Epoch: [7][1200/2688], lr: 0.01000	Time 1.091 (1.139)	Data 0.000 (0.002)	Loss 2.4940 (2.6738)	Prec@1 28.125 (36.386)	Prec@5 78.125 (64.360)
Epoch: [7][1240/2688], lr: 0.01000	Time 1.223 (1.138)	Data 0.000 (0.002)	Loss 3.0208 (2.6744)	Prec@1 21.875 (36.387)	Prec@5 56.250 (64.318)
Epoch: [7][1280/2688], lr: 0.01000	Time 1.084 (1.138)	Data 0.000 (0.001)	Loss 2.9534 (2.6740)	Prec@1 25.000 (36.392)	Prec@5 62.500 (64.330)
Epoch: [7][1320/2688], lr: 0.01000	Time 1.198 (1.138)	Data 0.000 (0.001)	Loss 3.1329 (2.6723)	Prec@1 28.125 (36.395)	Prec@5 65.625 (64.402)
Epoch: [7][1360/2688], lr: 0.01000	Time 1.232 (1.137)	Data 0.000 (0.001)	Loss 2.6884 (2.6719)	Prec@1 28.125 (36.380)	Prec@5 68.750 (64.424)
Epoch: [7][1400/2688], lr: 0.01000	Time 1.126 (1.137)	Data 0.000 (0.001)	Loss 2.3383 (2.6726)	Prec@1 43.750 (36.400)	Prec@5 78.125 (64.396)
Epoch: [7][1440/2688], lr: 0.01000	Time 1.149 (1.137)	Data 0.000 (0.001)	Loss 3.3296 (2.6736)	Prec@1 25.000 (36.342)	Prec@5 56.250 (64.393)
Epoch: [7][1480/2688], lr: 0.01000	Time 1.231 (1.137)	Data 0.000 (0.001)	Loss 3.1959 (2.6723)	Prec@1 31.250 (36.401)	Prec@5 53.125 (64.418)
Epoch: [7][1520/2688], lr: 0.01000	Time 1.099 (1.137)	Data 0.000 (0.001)	Loss 2.5686 (2.6707)	Prec@1 40.625 (36.413)	Prec@5 59.375 (64.446)
Epoch: [7][1560/2688], lr: 0.01000	Time 1.127 (1.137)	Data 0.000 (0.001)	Loss 2.5923 (2.6697)	Prec@1 40.625 (36.405)	Prec@5 62.500 (64.460)
Epoch: [7][1600/2688], lr: 0.01000	Time 1.156 (1.137)	Data 0.000 (0.001)	Loss 2.1467 (2.6694)	Prec@1 50.000 (36.434)	Prec@5 71.875 (64.454)
Epoch: [7][1640/2688], lr: 0.01000	Time 1.080 (1.137)	Data 0.000 (0.001)	Loss 2.5123 (2.6708)	Prec@1 37.500 (36.384)	Prec@5 62.500 (64.404)
Epoch: [7][1680/2688], lr: 0.01000	Time 1.111 (1.137)	Data 0.000 (0.001)	Loss 2.9868 (2.6714)	Prec@1 28.125 (36.401)	Prec@5 59.375 (64.383)
Epoch: [7][1720/2688], lr: 0.01000	Time 1.271 (1.138)	Data 0.000 (0.001)	Loss 2.2014 (2.6737)	Prec@1 43.750 (36.343)	Prec@5 68.750 (64.318)
Epoch: [7][1760/2688], lr: 0.01000	Time 1.105 (1.138)	Data 0.000 (0.001)	Loss 2.8514 (2.6728)	Prec@1 37.500 (36.403)	Prec@5 56.250 (64.351)
Epoch: [7][1800/2688], lr: 0.01000	Time 1.223 (1.138)	Data 0.000 (0.001)	Loss 2.6840 (2.6716)	Prec@1 37.500 (36.422)	Prec@5 65.625 (64.364)
Epoch: [7][1840/2688], lr: 0.01000	Time 1.153 (1.138)	Data 0.000 (0.001)	Loss 2.8264 (2.6697)	Prec@1 34.375 (36.449)	Prec@5 62.500 (64.413)
Epoch: [7][1880/2688], lr: 0.01000	Time 1.168 (1.138)	Data 0.000 (0.001)	Loss 2.0674 (2.6690)	Prec@1 59.375 (36.470)	Prec@5 78.125 (64.459)
Epoch: [7][1920/2688], lr: 0.01000	Time 1.146 (1.139)	Data 0.000 (0.001)	Loss 2.7653 (2.6689)	Prec@1 34.375 (36.459)	Prec@5 59.375 (64.465)
Epoch: [7][1960/2688], lr: 0.01000	Time 1.136 (1.139)	Data 0.000 (0.001)	Loss 2.7138 (2.6689)	Prec@1 31.250 (36.451)	Prec@5 59.375 (64.476)
Epoch: [7][2000/2688], lr: 0.01000	Time 1.146 (1.139)	Data 0.000 (0.001)	Loss 2.6794 (2.6680)	Prec@1 28.125 (36.465)	Prec@5 68.750 (64.483)
Epoch: [7][2040/2688], lr: 0.01000	Time 1.194 (1.139)	Data 0.000 (0.001)	Loss 2.3878 (2.6678)	Prec@1 37.500 (36.448)	Prec@5 78.125 (64.495)
Epoch: [7][2080/2688], lr: 0.01000	Time 1.177 (1.139)	Data 0.000 (0.001)	Loss 2.3812 (2.6679)	Prec@1 50.000 (36.455)	Prec@5 68.750 (64.503)
Epoch: [7][2120/2688], lr: 0.01000	Time 1.139 (1.139)	Data 0.000 (0.001)	Loss 2.9486 (2.6667)	Prec@1 28.125 (36.505)	Prec@5 53.125 (64.529)
Epoch: [7][2160/2688], lr: 0.01000	Time 1.173 (1.139)	Data 0.000 (0.001)	Loss 2.2840 (2.6650)	Prec@1 40.625 (36.538)	Prec@5 71.875 (64.575)
Epoch: [7][2200/2688], lr: 0.01000	Time 1.158 (1.139)	Data 0.000 (0.001)	Loss 2.9341 (2.6658)	Prec@1 25.000 (36.536)	Prec@5 53.125 (64.560)
Epoch: [7][2240/2688], lr: 0.01000	Time 1.088 (1.139)	Data 0.000 (0.001)	Loss 2.1272 (2.6665)	Prec@1 53.125 (36.539)	Prec@5 84.375 (64.579)
Epoch: [7][2280/2688], lr: 0.01000	Time 1.147 (1.139)	Data 0.000 (0.001)	Loss 2.5594 (2.6661)	Prec@1 28.125 (36.533)	Prec@5 65.625 (64.577)
Epoch: [7][2320/2688], lr: 0.01000	Time 1.091 (1.139)	Data 0.000 (0.001)	Loss 2.3767 (2.6666)	Prec@1 43.750 (36.533)	Prec@5 75.000 (64.560)
Epoch: [7][2360/2688], lr: 0.01000	Time 1.089 (1.139)	Data 0.000 (0.001)	Loss 2.4782 (2.6657)	Prec@1 34.375 (36.552)	Prec@5 68.750 (64.602)
Epoch: [7][2400/2688], lr: 0.01000	Time 1.248 (1.139)	Data 0.000 (0.001)	Loss 2.7946 (2.6656)	Prec@1 37.500 (36.521)	Prec@5 56.250 (64.586)
Epoch: [7][2440/2688], lr: 0.01000	Time 1.094 (1.139)	Data 0.000 (0.001)	Loss 2.7556 (2.6658)	Prec@1 43.750 (36.496)	Prec@5 59.375 (64.579)
Epoch: [7][2480/2688], lr: 0.01000	Time 1.115 (1.139)	Data 0.000 (0.001)	Loss 2.6173 (2.6668)	Prec@1 43.750 (36.499)	Prec@5 71.875 (64.577)
Epoch: [7][2520/2688], lr: 0.01000	Time 1.121 (1.139)	Data 0.000 (0.001)	Loss 2.7836 (2.6662)	Prec@1 28.125 (36.510)	Prec@5 68.750 (64.590)
Epoch: [7][2560/2688], lr: 0.01000	Time 1.126 (1.139)	Data 0.000 (0.001)	Loss 2.2463 (2.6653)	Prec@1 43.750 (36.536)	Prec@5 75.000 (64.600)
Epoch: [7][2600/2688], lr: 0.01000	Time 1.074 (1.138)	Data 0.000 (0.001)	Loss 2.5511 (2.6662)	Prec@1 34.375 (36.517)	Prec@5 71.875 (64.616)
Epoch: [7][2640/2688], lr: 0.01000	Time 1.074 (1.138)	Data 0.000 (0.001)	Loss 2.6305 (2.6661)	Prec@1 34.375 (36.518)	Prec@5 71.875 (64.616)
Epoch: [7][2680/2688], lr: 0.01000	Time 1.290 (1.138)	Data 0.000 (0.001)	Loss 2.6472 (2.6661)	Prec@1 40.625 (36.524)	Prec@5 68.750 (64.624)
Test: [40/361]	Time 0.380 (0.452)	Loss 3.0058 (2.9260)	Loss1 3.0058 (2.9260)	Loss2 0.0273 (0.0242)	Prec@1 31.250 (31.174)	Prec@5 56.250 (61.052)
Test: [80/361]	Time 0.336 (0.426)	Loss 2.8761 (2.9511)	Loss1 2.8761 (2.9511)	Loss2 0.0302 (0.0244)	Prec@1 31.250 (30.440)	Prec@5 46.875 (59.915)
Test: [120/361]	Time 0.449 (0.419)	Loss 3.0504 (3.0018)	Loss1 3.0504 (3.0018)	Loss2 0.0195 (0.0242)	Prec@1 34.375 (30.217)	Prec@5 53.125 (58.626)
